N,ID,goalReachedFBON0,goalReachedFBON1,goalReachedFBON10,goalReachedFBON11,goalReachedFBON12,goalReachedFBON13,goalReachedFBON14,goalReachedFBON15,goalReachedFBON16,goalReachedFBON17,goalReachedFBON18,goalReachedFBON19,goalReachedFBON2,goalReachedFBON20,goalReachedFBON21,goalReachedFBON22,goalReachedFBON23,goalReachedFBON3,goalReachedFBON4,goalReachedFBON5,goalReachedFBON6,goalReachedFBON7,goalReachedFBON8,goalReachedFBON9
246,24571,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
247,24677,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
248,24790,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
249,24893,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
250,24952,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
251,25016,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
252,25180,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
253,25203,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
254,25368,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
255,25458,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
256,25501,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
257,25650,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
258,25737,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,12,0,0,0,0,11,0,0
259,25898,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
260,25954,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
261,26004,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
262,26105,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
263,26284,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
264,26352,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
265,26430,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,12,0,0,0,0,11,0,0
266,26530,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
267,26693,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
268,26796,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
269,26897,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
270,26949,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
271,27015,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
272,27101,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
273,27215,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
274,27310,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
275,27485,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
276,27596,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
277,27645,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
278,27791,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
279,27837,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
280,27961,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
281,28063,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
282,28105,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
283,28270,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
284,28322,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
285,28426,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
286,28524,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
287,28602,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
288,28725,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
289,28838,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
290,28945,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
291,29080,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
292,29121,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
293,29239,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
294,29316,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
295,29432,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,12,0,0,0,0,12,0,0
296,29556,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
297,29693,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0
298,29735,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
299,29829,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
300,29995,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
301,30056,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
302,30164,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
303,30253,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
304,30336,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
305,30457,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
306,30547,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,10,0,0,0,0,11,0,0
307,30695,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
308,30780,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
309,30824,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
310,30917,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
311,31008,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
312,31111,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
313,31242,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
314,31398,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
315,31407,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
316,31565,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
317,31688,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
318,31722,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
319,31834,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
320,31901,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
321,32001,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
322,32164,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
323,32285,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
324,32364,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
325,32406,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
326,32545,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
327,32616,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,12,0,0
328,32713,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
329,32810,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
330,32950,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
331,33080,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
332,33162,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
333,33233,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
334,33385,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
335,33494,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
336,33569,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,12,0,0
337,33648,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
338,33758,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
339,33853,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
340,33967,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
341,34068,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,12,0,0,0,0,11,0,0
342,34132,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
343,34242,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,10,0,0,0,0,11,0,0
344,34384,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
345,34415,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
346,34511,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
347,34646,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
348,34777,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
349,34823,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
350,34981,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
351,35010,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
352,35106,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
353,35297,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
354,35331,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
355,35496,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
356,35531,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
357,35624,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0
358,35792,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0
359,35859,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
360,35999,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
361,36077,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
362,36170,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
363,36254,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
364,36342,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
365,36434,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
366,36510,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
367,36609,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,10,0,0,0,0,12,0,0
368,36785,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
369,36865,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
370,36949,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
371,37038,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
372,37183,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
373,37294,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
374,37318,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
375,37482,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
376,37561,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
377,37633,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
378,37719,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
379,37802,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
380,37999,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
381,38050,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
382,38101,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0
383,38204,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
384,38397,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
385,38437,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
386,38517,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
387,38602,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
388,38734,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
389,38808,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
390,38997,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
391,39072,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
392,39156,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
393,39211,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
394,39350,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
395,39439,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
396,39598,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
397,39632,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
398,39781,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
399,39810,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
400,39976,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
401,40044,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
402,40199,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
403,40209,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,9,0,0,0,0,11,0,0
404,40303,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
405,40454,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
406,40579,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
407,40692,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
408,40704,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
409,40845,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
410,40991,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
411,41029,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
412,41121,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
413,41284,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
414,41370,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0
415,41405,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
416,41563,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
417,41679,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
418,41765,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0
419,41821,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
420,41985,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
421,42040,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
422,42195,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
423,42273,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
424,42382,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
425,42460,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
426,42525,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
427,42645,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
428,42790,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
429,42818,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
430,42953,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
431,43011,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
432,43146,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
433,43201,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
434,43341,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
435,43474,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
436,43528,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
437,43653,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
438,43788,0,0,0,0,0,0,0,13,0,0,0,12,0,0,0,0,13,0,0,0,0,12,0,0
439,43871,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
440,43974,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
441,44053,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
442,44180,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
443,44269,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
444,44387,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
445,44460,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
446,44520,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
447,44657,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
448,44706,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
449,44870,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
450,44910,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
451,45087,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
452,45185,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
453,45247,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
454,45368,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
455,45487,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
456,45580,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
457,45685,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
458,45728,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
459,45822,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
460,45999,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
461,46099,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
462,46121,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
463,46204,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
464,46388,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
465,46499,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
466,46515,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
467,46675,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
468,46751,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
469,46812,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
470,46905,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
471,47037,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
472,47166,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
473,47269,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
474,47335,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
475,47422,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
476,47508,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
477,47653,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
478,47720,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,12,0,0,0,0,11,0,0
479,47807,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
480,47917,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
481,48051,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
482,48153,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
483,48246,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
484,48301,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
485,48475,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,12,0,0,0,0,12,0,0
486,48554,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
487,48635,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
488,48769,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
489,48836,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
490,48959,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
491,49036,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,11,0,0,0,0,11,0,0
492,49198,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
493,49221,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
494,49331,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
495,49403,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
496,49589,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
497,49603,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
498,49799,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
499,49863,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
500,49940,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
501,50042,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
502,50186,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
503,50225,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
504,50358,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
