N,ID,goalReachedFBON0,goalReachedFBON1,goalReachedFBON10,goalReachedFBON11,goalReachedFBON12,goalReachedFBON13,goalReachedFBON14,goalReachedFBON15,goalReachedFBON16,goalReachedFBON17,goalReachedFBON18,goalReachedFBON19,goalReachedFBON2,goalReachedFBON20,goalReachedFBON21,goalReachedFBON22,goalReachedFBON23,goalReachedFBON3,goalReachedFBON4,goalReachedFBON5,goalReachedFBON6,goalReachedFBON7,goalReachedFBON8,goalReachedFBON9
505,50436,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
506,50554,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
507,50622,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
508,50739,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
509,50833,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
510,50923,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
511,51029,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
512,51103,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
513,51232,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
514,51307,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
515,51402,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
516,51549,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
517,51688,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
518,51793,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
519,51876,0,0,0,0,0,0,0,10,0,0,0,8,0,0,0,0,10,0,0,0,0,10,0,0
520,51967,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
521,52023,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0
522,52173,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
523,52231,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
524,52317,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
525,52449,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
526,52532,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
527,52616,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
528,52778,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,12,0,0,0,0,11,0,0
529,52894,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
530,52911,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
531,53004,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
532,53120,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
533,53282,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
534,53325,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
535,53444,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
536,53556,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
537,53600,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
538,53736,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
539,53894,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
540,53952,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
541,54042,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
542,54137,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
543,54290,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
544,54377,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
545,54425,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
546,54597,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
547,54675,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
548,54723,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
549,54886,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
550,54902,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,8,0,0,0,0,10,0,0
551,55033,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
552,55116,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,10,0,0
553,55203,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
554,55302,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
555,55497,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
556,55515,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
557,55630,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,12,0,0
558,55786,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
559,55813,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
560,55974,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
561,56022,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
562,56123,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
563,56281,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
564,56362,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
565,56412,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
566,56568,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
567,56624,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
568,56714,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
569,56882,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
570,56980,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
571,57073,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
572,57148,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
573,57295,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
574,57316,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
575,57434,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
576,57591,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
577,57604,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,13,0,0,0,0,12,0,0
578,57772,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
579,57865,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
580,57922,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
581,58057,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
582,58143,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
583,58242,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
584,58362,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
585,58472,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
586,58577,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
587,58624,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
588,58737,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
589,58824,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
590,58991,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
591,59062,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
592,59131,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
593,59228,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,1,0,0,0,13,0,0
594,59368,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
595,59448,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
596,59510,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
597,59610,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
598,59760,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
599,59819,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
600,59954,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
601,60055,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
602,60126,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
603,60201,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
604,60355,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,9,0,0
605,60482,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
606,60569,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
607,60631,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
608,60705,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
609,60811,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,12,0,0,0,0,11,0,0
610,60996,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,11,0,0
611,61077,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
612,61139,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
613,61268,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,9,0,0
614,61369,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
615,61461,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
616,61524,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
617,61604,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
618,61780,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
619,61817,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
620,61941,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
621,62081,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
622,62171,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
623,62272,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,12,0,0,0,0,11,0,0
624,62302,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
625,62403,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,12,0,0,0,0,12,0,0
626,62541,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,12,0,0,0,0,11,0,0
627,62628,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
628,62726,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
629,62897,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
630,62942,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
631,63010,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,12,0,0,0,0,12,0,0
632,63197,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
633,63285,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
634,63384,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
635,63430,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
636,63534,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
637,63600,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
638,63725,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
639,63866,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
640,63931,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
641,64058,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
642,64144,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
643,64273,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
644,64354,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,9,0,0
645,64430,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
646,64561,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
647,64607,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
648,64787,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
649,64871,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
650,64985,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,9,0,0,0,0,11,0,0
651,65000,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
652,65154,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
653,65272,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
654,65314,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
655,65400,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
656,65564,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
657,65612,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
658,65760,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,11,0,0,0,0,13,0,0
659,65845,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
660,65938,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
661,66081,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
662,66137,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
663,66228,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
664,66388,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
665,66464,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
666,66508,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
667,66611,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
668,66796,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
669,66849,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
670,66980,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
671,67070,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
672,67120,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,12,0,0,0,0,12,0,0
673,67212,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
674,67337,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
675,67465,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
676,67523,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
677,67660,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
678,67739,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,12,0,0
679,67826,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
680,67999,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
681,68099,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
682,68110,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
683,68241,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
684,68365,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
685,68417,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,9,0,0,0,0,9,0,0
686,68540,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
687,68678,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
688,68729,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
689,68800,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
690,68918,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
691,69040,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
692,69138,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
693,69213,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
694,69320,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
695,69418,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
696,69525,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
697,69668,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
698,69754,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
699,69898,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
700,69960,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
701,70081,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,10,0,0
702,70104,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
703,70297,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
704,70335,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
705,70403,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
706,70525,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
707,70644,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
708,70716,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
709,70838,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
710,70920,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
711,71046,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
712,71115,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
713,71221,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
714,71393,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,12,0,0,0,0,12,0,0
715,71472,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
716,71507,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
717,71678,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
718,71787,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
719,71883,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
720,71925,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
721,72017,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
722,72186,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
723,72298,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
724,72341,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,12,0,0
725,72456,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
726,72564,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
727,72622,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
728,72741,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
729,72815,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
730,72904,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
731,73026,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
732,73194,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
733,73282,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
734,73333,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
735,73487,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
736,73591,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
737,73636,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
738,73759,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
739,73852,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
740,73938,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
741,74007,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
742,74103,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
743,74221,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,11,0,0
744,74352,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
745,74481,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,0,10,0,0,0,0,9,0,0
746,74553,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
747,74636,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
748,74734,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,10,0,0,0,0,11,0,0
749,74853,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
750,74978,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
751,75000,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
752,75135,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
753,75224,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,10,0,0,0,0,10,0,0
754,75375,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
755,75450,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,9,0,0,0,0,10,0,0
756,75513,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,10,0,0,0,0,10,0,0
757,75691,0,0,0,0,0,0,0,11,0,0,0,12,0,0,0,0,11,0,0,0,0,11,0,0
758,75768,0,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,11,0,0,0,0,11,0,0
759,75872,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
760,75994,0,0,0,0,0,0,0,10,0,0,0,11,0,0,0,0,11,0,0,0,0,10,0,0
761,76066,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,11,0,0,0,0,11,0,0
762,76190,0,0,0,0,0,0,0,11,0,0,0,10,0,0,0,0,11,0,0,0,0,10,0,0
763,76256,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0,9,0,0,0,0,9,0,0
